359 428 535 1617 2848 
53.75 0 0 0 0 1 
965,000 0 0 0 1 0 
1,019,000 0 0 0 0 1 
10,406,000 0 0 0 0 1 
1,153,280 0 0 0 0 1 
581,000 0 0 0 0 1 
srd.n 0 0 0 1 0 
chrome 0 0 0 1 0 
274.9 0 0 0 0 1 
vallourec 0 0 0 0 1 
1,008,857 0 0 0 1 0 
visbreak 1 0 0 0 0 
circumv 0 1 0 0 0 
intec 0 0 0 0 1 
672,073 0 0 0 0 1 
zbst 0 0 0 0 1 
362,400 0 1 0 0 0 
pcar 0 0 0 1 0 
3,969,444 0 0 0 0 1 
fbrx 0 0 0 0 1 
high-interest 0 0 0 1 0 
1960 0 1 0 0 0 
48.67 0 0 0 0 1 
156.1 0 0 0 0 1 
4,344,204 0 0 0 0 1 
37,059,000 0 0 0 1 0 
6,822,493 0 0 0 0 1 
6,311,500 0 0 0 0 1 
592.9 0 0 0 0 1 
polard 0 1 0 0 0 
grandson 0 0 0 1 0 
over-produc 1 0 0 0 0 
11-1-1 1 0 0 0 0 
tuition 0 0 0 0 1 
19.64 0 0 0 0 1 
6.41 0 0 0 0 1 
tdgl.l 0 0 0 0 1 
tmi 0 0 0 0 1 
751,563 0 1 0 0 0 
95.30 0 0 0 0 1 
kba 0 0 0 0 1 
2003 0 0 0 1 0 
140.4 0 0 0 0 1 
4,366,000 0 0 0 0 1 
soon-to-be-privatis 0 0 0 1 0 
2.917 0 0 1 0 0 
6,292,000 0 0 0 0 1 
energen' 0 0 0 1 0 
104.98 0 0 0 0 1 
2,494,900 0 1 0 0 0 
ncco 0 0 0 0 1 
t.k. 0 0 0 1 0 
cvt 0 0 0 0 1 
gyrat 0 0 1 0 0 
1,826 0 1 0 0 0 
1,598,000 0 0 0 0 1 
42,824 0 0 0 0 1 
26,900 0 0 0 0 1 
7,527,000 0 0 0 0 1 
mildew 0 1 0 0 0 
30,800 0 0 0 1 0 
459,067 0 1 0 0 0 
karlheinz 0 0 0 0 1 
5,600 0 1 0 0 0 
lakontek 0 0 0 0 1 
lade 0 1 0 0 0 
breakneck 1 0 0 0 0 
melilla 0 1 0 0 0 
631.6 0 0 0 0 1 
pointer 0 0 1 0 0 
timber' 0 0 0 0 1 
175,476 0 0 0 0 1 
1,982,296 0 0 0 0 1 
40-pct 0 0 0 0 1 
549,928 0 0 0 0 1 
443,404 0 0 0 0 1 
4,313,000 0 0 0 0 1 
1,209,000 0 0 0 0 1 
410 0 1 0 0 0 
na' 0 0 1 0 0 
222,143 0 0 0 0 1 
dentist 0 0 0 1 0 
3,482,800 0 0 0 0 1 
cometra 1 0 0 0 0 
previously-propos 0 0 0 1 0 
monopol 0 0 0 1 0 
5,823,000 0 0 0 0 1 
flaxse 0 1 0 0 0 
oub 0 0 0 0 1 
1,501,000 0 0 0 0 1 
1,101,633 0 0 0 0 1 
3,220,000 0 0 0 0 1 
centerior 0 0 0 0 1 
2,653,646 0 0 0 0 1 
5,824,000 0 0 0 0 1 
petrocurr 0 0 1 0 0 
nineth 0 0 0 1 0 
rini 0 0 0 1 0 
delink 0 1 0 0 0 
appeas 0 0 1 0 0 
tren 0 0 0 0 1 
tablet 0 0 0 0 1 
hypertens 0 0 0 0 1 
ring-fre 1 0 0 0 0 
pae 0 0 0 0 1 
473,000 0 0 0 0 1 
vsalc 0 0 0 1 0 
strength' 0 0 0 1 0 
27.98 0 0 0 0 1 
d-wisc 0 0 1 0 0 
114.75 0 0 0 1 0 
strohmaier 0 0 0 1 0 
120-day 0 0 0 1 0 
530,583 0 0 0 0 1 
r.a.b. 0 0 0 1 0 
quibbl 0 0 0 1 0 
841 0 0 1 0 0 
lieb 0 0 0 1 0 
724 0 0 0 0 1 
buildup 0 0 0 1 0 
knowingli 0 0 0 1 0 
cheshir 0 0 0 1 0 
flexi-van' 0 0 0 0 1 
851.3 0 0 0 0 1 
elka 0 0 0 0 1 
rausen 0 0 0 1 0 
156.4 0 0 0 0 1 
856 0 0 0 1 0 
justin 0 0 0 0 1 
368.1 0 0 0 0 1 
celsiu 0 1 0 0 0 
comon 0 0 0 1 0 
shoji 0 0 0 1 0 
3,822,894 0 0 0 0 1 
bed 0 0 0 1 0 
fca 0 0 0 0 1 
porta 0 0 0 0 1 
2,793,677 0 0 0 0 1 
bimd 0 0 0 0 1 
1,102,592 0 0 0 0 1 
gudbjarnarson 0 0 0 1 0 
10,800,000 0 0 0 0 1 
0.902 1 0 0 0 0 
tidier 1 0 0 0 0 
profit-mak 0 0 0 1 0 
borad 0 0 0 1 0 
footwork 0 0 0 0 1 
563 0 0 0 0 1 
tax-shelt 0 0 0 1 0 
tintaya 0 0 0 1 0 
700-800 0 0 0 1 0 
lorri 1 0 0 0 0 
12.24 0 0 0 0 1 
928,835 0 0 0 0 1 
7.72 0 0 0 0 1 
lomk 0 0 0 1 0 
48,337,000 0 0 0 0 1 
sandwich 0 0 1 0 0 
corn-u.s. 0 1 0 0 0 
bommened 0 0 0 1 0 
gorbachev 1 0 0 0 0 
2,697,000 0 0 0 0 1 
49,573,000 0 0 0 0 1 
2,764,000 0 0 0 0 1 
348.0 0 0 0 0 1 
78.32 0 0 0 0 1 
4.8-pct 0 0 0 0 1 
10.26 0 0 0 0 1 
oversight 0 0 0 1 0 
604,000 0 0 0 0 1 
7,052 0 0 0 0 1 
debt-serv 0 0 0 0 1 
ontario-bas 0 0 0 1 0 
146,000 0 0 0 0 1 
134.54 0 0 0 0 1 
heathcar 0 0 0 1 0 
p.b. 0 0 0 1 0 
dgc 0 0 0 1 0 
two-room 0 0 1 0 0 
munger 1 0 0 0 0 
underproduc 1 0 0 0 0 
eastern' 0 0 0 1 0 
kinney 0 0 0 0 1 
self-regul 0 0 0 1 0 
248,200 1 0 0 0 0 
56.4p 0 0 0 0 1 
11,445,000 0 0 0 0 1 
handicap 0 0 0 1 0 
20.80 0 0 1 0 0 
42.23 0 0 0 0 1 
5,689,277 0 0 0 0 1 
5.000 0 1 0 0 0 
hrli 0 0 0 0 1 
owner' 0 0 0 0 1 
1,062,837 0 0 0 0 1 
18.92 1 0 0 0 0 
awash 0 0 0 0 1 
360.0 0 0 0 0 1 
oecd. 0 0 1 0 0 
phbk 0 0 0 1 0 
parsippani 0 0 0 1 0 
62,408 0 0 1 0 0 
16-inch 1 0 0 0 0 
enzn 0 0 0 1 0 
394 0 0 1 0 0 
35.76 0 0 0 0 1 
ce 0 0 0 0 1 
rhon.pa 0 0 0 1 0 
4,902,778 0 0 0 0 1 
invis 0 0 1 0 0 
sw 0 0 0 0 1 
parisian 0 0 0 0 1 
847 0 0 0 0 1 
lisl 0 0 0 1 0 
68.45 0 0 0 0 1 
homeland 1 0 0 0 0 
335.2 0 0 0 0 1 
4,650,585 0 0 0 0 1 
pcc.n 0 0 0 1 0 
instantli 0 0 1 0 0 
eras 0 0 0 1 0 
3,398,000 0 0 0 0 1 
nsan.t 0 0 0 1 0 
base-met 0 0 0 1 0 
90.0 0 0 0 0 1 
945 0 0 1 0 0 
1,991,000 0 0 0 0 1 
thunand 0 0 0 0 1 
8,785,918 0 0 0 0 1 
slou.l 0 0 0 0 1 
kcsi 0 0 0 1 0 
cfb 0 0 0 0 1 
148,070 0 0 0 0 1 
datacheck 0 0 0 0 1 
9,704,000 0 0 0 0 1 
crna 0 0 0 0 1 
low-key 0 0 1 0 0 
amrc 0 0 0 0 1 
carol 0 0 0 1 0 
7,489,000 0 0 0 0 1 
1,618,000 0 0 0 0 1 
626,013 0 0 0 0 1 
questech 0 0 0 0 1 
118,984 0 0 0 0 1 
full-fledg 1 0 0 0 0 
56,879,000 0 0 0 0 1 
thoerl 0 0 0 1 0 
jnj 0 0 0 0 1 
7/1/82 0 1 0 0 0 
3-7/8 0 0 1 0 0 
own-cd 0 0 1 0 0 
405,914 0 0 0 0 1 
huashan 0 1 0 0 0 
henriqu 1 0 0 0 0 
39a 0 0 0 1 0 
amdc 0 0 0 1 0 
150-180 0 0 1 0 0 
2,608,083 0 0 0 0 1 
presidnt 0 0 0 0 1 
dnam 0 0 0 1 0 
kitchen 0 0 0 0 1 
673.1 0 0 0 0 1 
341,145 0 0 0 0 1 
shkif 0 0 0 0 1 
austin 0 1 0 0 0 
3,475,000 0 0 0 1 0 
roussel 0 0 0 0 1 
standex' 0 0 0 1 0 
15-june 0 1 0 0 0 
meeting: 0 0 1 0 0 
25/june 0 1 0 0 0 
9,163,141 0 0 0 0 1 
volga 0 1 0 0 0 
3.59; 0 0 0 0 1 
brown-forman' 0 0 0 0 1 
robertshaw 0 0 0 1 0 
1,026,479 0 0 0 0 1 
3,666,000 0 0 0 0 1 
hardi 0 0 0 1 0 
8,801,000 0 0 0 0 1 
23,675,000 0 0 0 0 1 
89,594 0 0 0 0 1 
gay 0 1 0 0 0 
274,951 0 0 0 0 1 
4,746 0 0 0 1 0 
newgoti 0 0 0 1 0 
1955 1 0 0 0 0 
policyholders' 0 0 0 0 1 
rand' 0 0 1 0 0 
intendsd 0 0 0 1 0 
4,200,000 0 0 0 0 1 
cyclon 0 1 0 0 0 
exhcnmag 0 0 0 1 0 
51.90 0 0 0 0 1 
mk 0 0 1 0 0 
ibcc 0 0 0 0 1 
107.25 0 0 0 0 1 
fantasi 0 0 0 0 1 
334,463 0 0 0 0 1 
18.84 1 0 0 0 0 
pablo 1 0 0 0 0 
11,950 0 1 0 0 0 
kleinert' 0 0 0 0 1 
992,760 0 1 0 0 0 
purolatr 0 0 0 1 0 
640 0 0 0 1 0 
tcsf.pa 0 0 0 1 0 
105,615 0 0 0 1 0 
8,282,480 0 0 0 0 1 
wausau 0 0 0 0 1 
1,649,453 0 0 0 0 1 
705.4 0 0 0 0 1 
baldwin-unit 0 0 0 0 1 
884,000 0 0 0 0 1 
76.19 0 0 0 0 1 
1,439,000 0 0 0 0 1 
124.6 0 0 0 0 1 
372.6 0 0 0 0 1 
freighter 0 0 0 0 1 
graco 0 0 0 0 1 
278,156 0 0 0 0 1 
232,049 0 1 0 0 0 
17.15p 0 0 0 0 1 
victa 0 0 0 1 0 
49.5 0 0 0 0 1 
133.9 0 0 0 0 1 
5,216,000 0 0 0 0 1 
131 0 0 0 0 1 
63.5 0 0 0 0 1 
174.8 0 0 0 0 1 
1.3218/23 0 0 1 0 0 
orbn 0 0 0 1 0 
4.33 0 0 1 0 0 
175.3 0 0 0 0 1 
bj' 0 0 0 0 1 
npco 0 0 0 0 1 
9.0p 0 0 0 0 1 
plainli 0 0 0 1 0 
wle 0 0 0 0 1 
9,168,000 0 0 0 0 1 
696 0 0 0 0 1 
darrel 0 0 0 1 0 
defiant 1 0 0 0 0 
8.28 0 0 0 1 0 
136.2 0 0 0 0 1 
1.059 0 0 1 0 0 
robeson' 0 0 0 1 0 
952.6 0 0 0 0 1 
2,970,000 0 0 0 0 1 
94.39 0 0 0 0 1 
186.5 0 0 0 1 0 
1,413,859 0 0 0 0 1 
517.5 0 0 0 0 1 
hendersonvil 0 0 0 1 0 
3,722,833 0 0 0 0 1 
minority-own 0 0 0 1 0 
451.3 0 0 0 0 1 
sulphur' 1 0 0 0 0 
fpa 0 0 0 1 0 
12/juli 0 1 0 0 0 
5,632,426 0 0 0 0 1 
eastov 0 0 0 1 0 
amrep 0 0 0 0 1 
3,288,000 0 0 0 0 1 
19-1/4 0 0 0 0 1 
.062 0 0 0 0 1 
695p 0 0 0 1 0 
4,757,000 0 0 0 0 1 
1,321,000 0 0 0 0 1 
5000 0 0 0 0 1 
louw 1 0 0 0 0 
6,160,000 0 0 0 1 0 
207.4 0 0 0 0 1 
grave 0 1 0 0 0 
pao 0 1 0 0 0 
tapi 1 0 0 0 0 
housebuild 0 0 0 0 1 
erekson 0 0 0 1 0 
369 0 0 0 0 1 
beutel 1 0 0 0 0 
calor 0 0 0 0 1 
hafts' 0 0 0 1 0 
35,936,000 0 0 0 0 1 
anti-copi 0 0 0 1 0 
237,859 0 0 0 0 1 
manufacturer' 0 0 0 1 0 
liter 1 0 0 0 0 
psm 0 0 0 0 1 
124.4 0 0 0 1 0 
sixten 0 0 1 0 0 
1,878,438 0 0 0 0 1 
s.c. 0 0 0 0 1 
oil-bear 0 1 0 0 0 
0.6820 0 0 1 0 0 
3,846,000 0 0 0 0 1 
9,290,000 0 0 0 0 1 
338,886 0 0 0 0 1 
1,204,080 0 0 0 0 1 
5,731,582 0 0 0 0 1 
1,397.0 0 1 0 0 0 
213,000,000 0 0 0 0 1 
123,634 0 0 0 0 1 
1,610,286 0 0 0 0 1 
reiseforsikr 0 0 0 1 0 
median 1 0 0 0 0 
genzym 0 0 0 0 1 
pro-competit 0 0 0 1 0 
midsouth 0 0 0 0 1 
9,554,658 0 0 0 0 1 
1,094,331 0 0 0 0 1 
techic 0 0 0 1 0 
2,008 0 0 0 0 1 
flourish 0 0 1 0 0 
heaven-s 0 0 0 0 1 
dsec.t 0 0 0 1 0 
quintex 0 0 0 1 0 
3,845,438 0 0 0 0 1 
3,910,652 0 0 0 0 1 
a.m. 0 0 0 1 0 
clue 0 0 1 0 0 
amo.n 0 0 0 1 0 
studebak 0 0 0 1 0 
13.44 0 0 0 0 1 
14,754 0 0 0 0 1 
7,603,219 0 0 0 0 1 
947,800 0 0 0 1 0 
6,257,000 0 0 0 0 1 
15p 0 0 0 1 0 
sfcd 0 0 0 0 1 
4,683,591 0 0 0 0 1 
345,970 0 0 0 0 1 
qlti 0 0 0 0 1 
pruduct 0 0 0 1 0 
51.71 0 0 0 0 1 
aileen 0 0 0 0 1 
1,519,360 0 0 0 0 1 
prcm 0 0 0 0 1 
adnea 0 0 0 0 1 
kli 0 0 0 0 1 
8,614,000 0 0 0 0 1 
245,190 0 0 0 0 1 
210.4 0 0 0 1 0 
algi 0 0 0 0 1 
avna.l 0 0 0 1 0 
probablil 0 0 0 0 1 
16.09 0 0 0 0 1 
2,234,049 0 1 0 0 0 
491,000 0 0 0 0 1 
cumhuriyet 1 0 0 0 0 
vike 0 0 0 1 0 
promedico' 0 0 0 1 0 
3,951,000 0 0 0 0 1 
9,733,000 0 0 0 0 1 
3.7500/03 1 0 0 0 0 
trotter 0 0 0 0 1 
mott' 0 0 0 0 1 
awf' 0 1 0 0 0 
rkwd 0 0 0 0 1 
1,993,000 0 0 0 0 1 
t.b. 0 0 0 1 0 
drought-threaten 0 1 0 0 0 
17,644,000 0 0 0 0 1 
zahnradfabrik 0 0 1 0 0 
4,185,000 0 0 0 0 1 
tito 1 0 0 0 0 
8,539,000 0 0 0 0 1 
subcommittee' 0 0 0 1 0 
volksfuersorg 0 0 0 0 1 
marrel 0 0 0 0 1 
158.4 0 0 0 0 1 
18.924 0 0 0 1 0 
45,696 0 0 0 1 0 
11,754,251 0 0 0 0 1 
2,503,000 0 0 0 0 1 
313,200 0 0 0 1 0 
2,422,000 0 0 0 0 1 
pebw 0 0 0 0 1 
madagascar' 0 1 0 0 0 
ministi 0 0 1 0 0 
roast 0 1 0 0 0 
538.6 0 0 0 0 1 
1530 0 1 0 0 0 
490,935 0 0 0 0 1 
9,220,000 0 0 0 0 1 
layer 0 1 0 0 0 
beijar 0 0 0 1 0 
446.2 0 0 0 0 1 
163.0 0 0 0 0 1 
easiest 1 0 0 0 0 
2.158 0 0 0 0 1 
mhp 0 0 0 1 0 
niall 0 0 0 0 1 
chun 0 0 0 0 1 
poggi-harrison 0 0 0 1 0 
kubota 0 0 0 0 1 
3,271,000 0 0 0 0 1 
dirham 1 0 0 0 0 
763,071 0 0 0 0 1 
9.53 0 0 0 0 1 
20p 0 0 0 1 0 
263,000 0 0 0 0 1 
obstin 0 0 1 0 0 
210.16 0 0 0 0 1 
34.750 0 0 0 1 0 
two-for-seven 0 0 0 0 1 
666,626 0 0 0 0 1 
sod 0 1 0 0 0 
1,156,100 0 0 0 0 1 
1,791,000 0 0 0 0 1 
eluvi 0 0 0 1 0 
16,627 0 0 0 0 1 
773,729 0 0 0 0 1 
vhc 0 0 0 0 1 
3,966,667 0 0 0 0 1 
956,971 0 0 0 0 1 
94.9 0 0 0 0 1 
202.9 0 0 0 1 0 
melton 0 0 0 1 0 
3,209,000 0 0 0 0 1 
887,886 0 0 0 0 1 
iinc 0 0 0 0 1 
678,000 0 0 0 0 1 
57,900 0 1 0 0 0 
one-for-100 0 0 0 0 1 
rebuk 0 0 0 1 0 
14,650,000 0 0 0 0 1 
abbrevi 0 0 0 0 1 
8,797 0 1 0 0 0 
286.6 0 0 0 0 1 
amtron 0 0 0 0 1 
k-tron 0 0 0 0 1 
thrive 0 0 1 0 0 
becuas 0 0 0 1 0 
veba' 0 0 0 0 1 
935,000 0 0 0 1 0 
6,235,000 0 0 0 0 1 
option: 1 0 0 0 0 
2,921,173 0 0 0 0 1 
margaretthatch 0 0 0 1 0 
147.80 0 0 1 0 0 
304.6 0 0 0 0 1 
boss 0 0 0 1 0 
primaga 0 0 0 1 0 
xrx 0 0 0 1 0 
7,368,000 0 0 0 0 1 
1986; 0 0 0 0 1 
billboard' 0 0 0 1 0 
unwrap 0 0 0 0 1 
payx 0 0 0 0 1 
4,658,000 0 0 0 0 1 
1,035,000 0 0 0 0 1 
23.74p 0 0 0 0 1 
1,701,000 0 0 0 0 1 
geogia 0 0 0 0 1 
bqr 0 0 0 0 1 
snowi 0 1 0 0 0 
8,037,000 0 0 0 0 1 
300-meter 1 0 0 0 0 
13d 0 0 0 1 0 
booth 0 0 0 0 1 
iv' 0 0 0 1 0 
2,388,000 0 0 0 0 1 
76.1 0 1 0 0 0 
fiberglass 0 0 0 1 0 
5.87 0 1 0 0 0 
12-pct 0 0 0 1 0 
93.75 0 1 0 0 0 
dpcz 0 0 0 0 1 
11-5/8 0 0 0 1 0 
mln-square-feet 0 0 0 1 0 
6,508,000 0 0 0 0 1 
rebut 0 0 0 1 0 
soir 0 0 0 1 0 
765.2 0 0 0 0 1 
cwcc 0 0 0 1 0 
253,000 0 0 0 0 1 
2,315,000 0 0 0 0 1 
telefonica 0 0 0 1 0 
shade 0 0 0 1 0 
370.6 0 0 0 0 1 
2130 0 0 0 1 0 
1986-1988 0 0 0 0 1 
7,598,522 0 0 0 0 1 
165,968 0 0 0 0 1 
newly-establish 1 0 0 0 0 
marine' 0 0 0 1 0 
8,743,000 0 0 0 0 1 
gleneagl 0 0 0 1 0 
ov 0 0 0 1 0 
placat 0 0 1 0 0 
774,002 0 0 0 0 1 
18,230 0 0 0 0 1 
444,975 0 0 0 0 1 
81,358 0 0 0 0 1 
self 0 0 1 0 0 
secretary' 0 1 0 0 0 
61.48 0 1 0 0 0 
474,879 0 0 0 0 1 
417,100 0 0 0 1 0 
5,744,588 0 0 0 0 1 
philips' 0 0 0 1 0 
1,327,172 0 0 0 0 1 
warnaco 0 0 0 0 1 
non-insur 0 0 0 0 1 
7,169,871 0 0 0 0 1 
336.5 0 0 0 0 1 
newcor 0 0 0 0 1 
2,756,596 0 0 0 0 1 
296,300 0 1 0 0 0 
roubl 0 1 0 0 0 
659,864 0 1 0 0 0 
40-3/8 0 0 0 1 0 
cheapli 0 1 0 0 0 
4,875,000 0 0 0 0 1 
9,246,000 0 0 0 0 1 
difficultiesand 1 0 0 0 0 
disdmutas 0 0 0 1 0 
9,755,018 0 0 0 0 1 
snat 0 0 0 0 1 
459,000 0 0 0 0 1 
slhc 0 0 0 0 1 
vineyard 0 0 0 1 0 
707,000 0 0 0 0 1 
28-1/4 0 0 0 1 0 
2,665,284 0 0 0 0 1 
foodstuff 0 1 0 0 0 
thousandth 1 0 0 0 0 
71-1/8 1 0 0 0 0 
420.5 0 0 0 0 1 
boschwitiz 0 1 0 0 0 
3,517,000 0 0 0 0 1 
82-1/4 0 0 0 0 1 
608,000 0 0 0 0 1 
10.572 0 1 0 0 0 
689,700 0 1 0 0 0 
4,714,000 0 0 0 0 1 
bacn 0 0 0 1 0 
gasekt 0 0 0 0 1 
5,762,000 0 0 0 0 1 
dant 0 1 0 0 0 
1.6500 0 0 1 0 0 
6.48 0 0 0 0 1 
anecf 0 0 0 0 1 
injuct 0 0 0 1 0 
5,488,000 0 0 0 0 1 
xenophobia 0 0 0 1 0 
43,521 1 0 0 0 0 
495,000 0 0 0 0 1 
4.829 0 0 1 0 0 
96,700 0 1 0 0 0 
louisvil 0 0 0 0 1 
provisiion 0 1 0 0 0 
7,510,781 0 0 0 0 1 
loos 0 0 1 0 0 
147,214 0 1 0 0 0 
eaug.pa 0 0 0 1 0 
packer' 0 0 0 1 0 
ramadan 0 0 1 0 0 
rsgi 0 0 0 0 1 
11.72 0 1 0 0 0 
fold 0 0 0 1 0 
aiway 0 0 0 1 0 
9.61 0 0 0 0 1 
a.n.d.a. 0 0 0 1 0 
2,088,461 0 0 0 1 0 
807 0 0 0 0 1 
telecomun 0 0 0 1 0 
sia 0 0 0 1 0 
6,173,000 0 0 0 0 1 
marriag 0 0 0 1 0 
ssc 0 0 0 0 1 
paluszek 0 0 0 1 0 
826,000 0 1 0 0 0 
vaskevitch' 0 0 0 1 0 
5,380,000 0 0 0 0 1 
wring 0 0 0 1 0 
1,631,011 0 0 0 0 1 
9,549,308 0 0 0 0 1 
cramer 0 0 0 0 1 
rinn 0 0 0 1 0 
keltic 0 0 0 0 1 
melon 0 0 1 0 0 
27.91 0 0 0 0 1 
ecomom 0 0 1 0 0 
2,364,280 0 0 0 0 1 
jointly-form 0 0 0 1 0 
maxx 0 0 0 0 1 
4,678,000 0 0 0 0 1 
90,656 0 0 0 0 1 
2.48 0 0 0 0 1 
commer 0 0 0 0 1 
271.2 0 0 0 0 1 
300,488 0 1 0 0 0 
3,195,000 0 0 0 0 1 
mlll.l 0 0 0 0 1 
jct 0 0 0 0 1 
hectic 0 0 1 0 0 
259,000 0 0 0 0 1 
202.0 0 0 0 0 1 
962,016 0 0 0 1 0 
16p 0 0 0 0 1 
overpr 1 0 0 0 0 
nine-month 0 0 0 0 1 
trsl 0 0 0 0 1 
567.4 0 0 0 0 1 
southernnet 0 0 0 0 1 
turkish-greek 1 0 0 0 0 
1,095,991 0 0 0 0 1 
1,056,452 0 0 0 0 1 
grid 0 0 1 0 0 
4,959,932 0 0 0 0 1 
3,372,000 0 0 0 0 1 
non-market 0 0 0 1 0 
110.4 0 0 0 0 1 
vax 0 0 0 0 1 
virginia' 0 0 0 1 0 
9,562,000 0 0 0 0 1 
vereinwest 0 0 0 0 1 
weritedown 0 0 0 0 1 
2,435 0 1 0 0 0 
23rd 0 0 0 0 1 
fieldcrest 0 0 0 0 1 
73.24 0 1 0 0 0 
jeremi 0 0 0 1 0 
49.0 0 0 0 0 1 
9,377,000 0 0 0 0 1 
acpt 0 0 0 0 1 
ll 0 0 0 0 1 
1,925,000 0 0 0 0 1 
676,341 0 0 0 0 1 
202.55 0 0 0 0 1 
50,700 0 1 0 0 0 
2,745,288 0 0 0 0 1 
alternaitcv 0 0 0 1 0 
uncov 0 0 0 1 0 
21,929,000 0 0 0 0 1 
fbgia 0 0 0 0 1 
interprovinci 1 0 0 0 0 
90,680 0 1 0 0 0 
danzing 0 0 1 0 0 
88,785 0 1 0 0 0 
9,920,000 0 0 0 0 1 
18.61 1 0 0 0 0 
limon 1 0 0 0 0 
clari 0 0 0 0 1 
833p 0 0 0 1 0 
margarin 0 0 0 0 1 
315,500 0 1 0 0 0 
22.63 0 0 1 0 0 
21.203 0 0 0 1 0 
inter-tel 0 0 0 0 1 
kemper 0 0 0 0 1 
estremadoyro 0 0 0 1 0 
245.62 1 0 0 0 0 
4.313 0 1 0 0 0 
fee-bas 0 0 0 0 1 
ruler 1 0 0 0 0 
459,131 0 0 0 0 1 
391,000 0 0 0 0 1 
5,115,456 0 0 0 0 1 
3,169,000 0 0 0 0 1 
sconninx 0 0 0 1 0 
2,543,000 0 0 0 0 1 
1,279,000 0 0 0 0 1 
44,483 0 1 0 0 0 
4,837,361 0 0 0 0 1 
gr 0 0 0 1 0 
tbp 0 0 0 0 1 
grower' 0 1 0 0 0 
acqust 0 0 0 0 1 
musa 1 0 0 0 0 
molecular 0 0 0 0 1 
156.94 0 0 0 0 1 
improperli 0 0 0 1 0 
3,235,907 0 0 0 0 1 
conserven 0 0 0 1 0 
7,046,000 0 0 0 0 1 
67.45/55 0 0 1 0 0 
record-set 0 0 0 0 1 
37.25 1 0 0 0 0 
olein 0 1 0 0 0 
gccc 0 0 0 0 1 
144.1 0 0 0 0 1 
data' 0 0 0 1 0 
64,013,000 0 0 0 0 1 
3,539,000 0 0 0 0 1 
9,205,000 0 0 0 0 1 
'i'm 0 0 0 0 1 
real-est 0 0 0 0 1 
designe 0 0 0 1 0 
mangag 0 0 0 1 0 
tmexf 0 0 0 0 1 
tv. 0 0 0 1 0 
co-op' 0 1 0 0 0 
yen-dollar 0 0 1 0 0 
wmk 0 0 0 0 1 
961,826 0 0 0 0 1 
consumer-ori 0 0 0 0 1 
1,547,893 0 0 0 0 1 
3,485,000 0 0 0 0 1 
42,469 0 0 0 0 1 
891,000 0 0 0 0 1 
eight-week 0 1 0 0 0 
473.9 0 0 0 0 1 
5,378,000 0 0 0 0 1 
4,837,000 0 0 0 0 1 
197,779 0 0 0 0 1 
mftg 0 0 0 1 0 
aap 0 0 0 0 1 
40.54 0 0 0 0 1 
42,654 0 0 0 0 1 
407.35 0 0 0 0 1 
seaprid 1 0 0 0 0 
8.1p 0 0 0 0 1 
127.3 0 0 0 0 1 
duchesn 1 0 0 0 0 
northrup 0 0 0 1 0 
4,851,650 0 0 0 0 1 
marsh 0 0 0 0 1 
cji 0 0 0 0 1 
umbrella 0 0 0 0 1 
5,448,000 0 0 0 0 1 
richarson 0 0 0 0 1 
24.3p 0 0 0 0 1 
138.74 0 1 0 0 0 
cebeco-handelsraad 0 1 0 0 0 
553,310 0 0 0 0 1 
515,425 0 0 0 0 1 
tular 0 0 0 1 0 
21,200 0 1 0 0 0 
1,714,000 0 0 0 0 1 
bcsi 0 0 0 0 1 
markup 0 1 0 0 0 
43.50 0 1 0 0 0 
saver 0 0 0 1 0 
17,210 0 0 0 0 1 
5,023,401 0 0 0 0 1 
315.3 0 0 0 0 1 
endeavor 0 0 0 1 0 
electrochem 0 0 0 0 1 
2,093,000 0 0 0 0 1 
aztc 0 0 0 0 1 
3,883,000 0 0 0 0 1 
6,494,000 0 0 0 0 1 
65,501 0 0 0 0 1 
mark-denomin 0 0 1 0 0 
314.6 0 0 0 0 1 
seafar 1 0 0 0 0 
69,127,000 0 0 0 0 1 
thoratec 0 0 0 0 1 
185.7 0 0 0 0 1 
carey 0 0 0 0 1 
caico 0 0 0 1 0 
57.38 0 0 0 0 1 
nebraska 0 1 0 0 0 
1,319,000 0 0 0 0 1 
5,000/222,500 0 1 0 0 0 
29,532 0 0 0 0 1 
456.6 0 0 0 0 1 
109.9 0 0 0 0 1 
verein 0 0 0 0 1 
benguet 0 0 0 0 1 
extensif 0 1 0 0 0 
5,278,000 0 0 0 0 1 
60,200 0 0 0 0 1 
2,426,000 0 0 0 0 1 
krpg.d 0 0 0 0 1 
103.43 0 1 0 0 0 
nonperformind 0 0 0 0 1 
37.47 0 0 0 0 1 
psli 0 0 0 0 1 
sept-aug 0 1 0 0 0 
179.6 0 0 0 0 1 
675,500 0 1 0 0 0 
1950 0 0 0 1 0 
5,963,000 0 0 0 0 1 
50.25 0 0 0 0 1 
720,906 0 0 0 0 1 
4,040,000 0 0 0 0 1 
829,737 0 0 0 0 1 
princeville' 0 0 0 1 0 
1,364,000 0 0 0 0 1 
3,651,505 0 0 0 0 1 
boxboard 0 0 0 1 0 
hooper 0 0 0 0 1 
62.6 0 0 0 0 1 
lim 0 1 0 0 0 
ottl.l 0 0 0 0 1 
7,277,418 0 0 0 0 1 
3,377,157 0 0 0 0 1 
2,465,996 0 0 0 0 1 
target' 0 0 0 1 0 
rosecraft 0 0 0 0 1 
