72789 73007 95324 190881 208676 
fda 0 0 0 4 0 
1992/93 4 0 0 0 0 
lube 0 0 0 4 0 
gaspar 4 0 0 0 0 
charter-crellin 0 0 0 3 1 
bancair 0 0 1 0 3 
bae 1 1 0 0 2 
pre-equ 0 0 0 0 4 
rrco 0 0 0 2 2 
tanaka 0 0 4 0 0 
17.35 2 1 0 0 1 
rossignol 0 0 0 4 0 
14th 1 0 2 1 0 
4,100,000 0 0 0 1 3 
mich. 0 0 0 2 2 
jonathan 0 0 0 3 1 
profit-shar 0 0 0 0 4 
hint 1 1 2 0 0 
hfag.f 1 0 0 0 3 
3.90 0 0 0 1 3 
forfeit 0 2 0 2 0 
we'd 1 1 0 1 1 
koba 0 0 0 4 0 
imatron' 0 0 0 4 0 
75.0 1 1 0 0 2 
2.97 1 0 2 0 1 
284,000 0 1 0 0 3 
kiena 0 0 0 0 4 
relev 0 1 1 2 0 
ucl 4 0 0 0 0 
kjell 0 0 0 4 0 
reporters: 1 0 2 0 1 
balzac 0 0 0 4 0 
lau 0 0 0 4 0 
nynex 0 0 0 0 4 
pivot 4 0 0 0 0 
refinanc 0 0 1 1 2 
809,000 0 0 0 0 4 
midivest 0 0 0 4 0 
51.9 0 0 1 0 3 
snc 0 0 0 0 4 
tinto 0 0 0 4 0 
kaufhof 0 0 0 4 0 
agribusi 0 2 0 0 2 
hogan 0 0 0 4 0 
automat 0 0 0 4 0 
rexcom 0 0 0 4 0 
five-day 1 1 2 0 0 
39.1 0 0 0 1 3 
mcdonnel 0 0 0 4 0 
pacer 0 0 0 2 2 
erik 0 0 0 4 0 
endang 1 1 2 0 0 
387,000 0 0 0 0 4 
ted 0 0 0 3 1 
donnelli 0 0 0 4 0 
34-3/4 2 0 0 1 1 
149.2 0 0 0 0 4 
bruxel 0 0 0 1 3 
sirrin 0 0 0 0 4 
denial 1 1 1 1 0 
encompass 0 0 4 0 0 
borg 0 0 0 4 0 
louart 0 0 0 4 0 
lanschot 0 0 0 0 4 
carolian 0 0 0 0 4 
oracl 0 0 0 0 4 
colorol 0 0 0 4 0 
614 1 0 0 0 3 
63.9 0 0 0 0 4 
centron 0 0 0 0 4 
valtek 0 0 0 3 1 
58.5 0 0 0 0 4 
symposium 0 0 4 0 0 
halbert 0 0 0 4 0 
2.70 0 0 0 0 4 
1,700 0 0 1 1 2 
highveld 0 0 0 0 4 
46.4 0 0 0 0 4 
stagger 1 0 0 2 1 
52.7 2 1 0 0 1 
11.80 2 0 0 2 0 
powercis 0 0 0 4 0 
2.31 0 1 0 0 3 
slid 0 0 3 0 1 
tmoc' 0 0 0 4 0 
4.40 0 1 0 0 3 
32.2 0 0 0 0 4 
gkn 0 0 0 1 3 
kep 0 0 0 0 4 
dupont 3 0 0 0 1 
impend 0 3 0 1 0 
shed 0 0 3 1 0 
cm 1 0 0 0 3 
492,000 0 0 0 0 4 
non-oper 0 0 0 0 4 
2.85 0 2 0 0 2 
675 0 0 0 4 0 
chi-cheng 0 0 4 0 0 
101 1 0 0 0 3 
plead 0 0 0 0 4 
hydrocarbon 4 0 0 0 0 
riyad 0 0 2 0 2 
76.9 0 0 0 0 4 
draugen 4 0 0 0 0 
tmi-2 0 0 0 0 4 
570 0 0 2 0 2 
comdata' 0 0 0 4 0 
silicon 0 0 0 2 2 
cole 0 0 0 4 0 
arctic 3 0 0 1 0 
complianc 0 1 0 2 1 
matrix 1 0 0 1 2 
gu 0 0 0 4 0 
flatli 0 1 3 0 0 
primagaz 0 0 0 4 0 
68.3 0 0 0 0 4 
161 0 1 0 2 1 
55.2 0 0 0 2 2 
85.9 0 0 0 0 4 
4.77 1 0 0 0 3 
286,000 0 0 0 0 4 
bonni 4 0 0 0 0 
resold 4 0 0 0 0 
depot 1 0 0 0 3 
oreffic 0 0 0 0 4 
bh 0 0 0 4 0 
liebert 0 0 0 4 0 
2,500 2 0 0 0 2 
numac 0 0 0 0 4 
commut 0 0 0 2 2 
post-world 1 0 3 0 0 
hexcel 0 0 0 4 0 
agpm 0 4 0 0 0 
ausimont 0 0 0 2 2 
hoffman 0 3 0 1 0 
niagara 0 0 0 0 4 
45.7 0 0 0 0 4 
166 0 0 1 1 2 
break-up 0 0 0 4 0 
reclaim 2 0 0 2 0 
wirsbo 0 0 0 0 4 
46.1 0 0 0 1 3 
850,000 1 0 0 1 2 
berger 0 0 4 0 0 
nmc 0 2 0 0 2 
koninklijk 0 0 0 0 4 
4.13 1 1 2 0 0 
paolo 0 0 0 4 0 
treati 0 2 0 2 0 
carrolton 0 0 0 4 0 
glw 0 0 0 4 0 
motiv 0 1 1 2 0 
hot 0 2 0 2 0 
fa 0 3 0 1 0 
74,000 0 0 0 1 3 
vogt 0 0 0 3 1 
allied' 0 0 0 4 0 
lesson 3 0 1 0 0 
ste 1 0 0 0 3 
195 0 0 2 0 2 
overcom 2 0 0 1 1 
tam 0 0 4 0 0 
clearwat 0 0 0 4 0 
tsai 0 0 0 0 4 
81.9 0 0 0 1 3 
macdonald 0 0 0 2 2 
418,000 0 1 0 0 3 
271,000 0 0 0 0 4 
swpc.hkg 0 0 0 0 4 
metallgesellschaft 0 0 0 3 1 
webcor 0 0 0 0 4 
markets' 0 0 4 0 0 
mcmillan 4 0 0 0 0 
fieldwork 0 4 0 0 0 
gase 0 0 0 1 3 
kit 0 0 0 1 3 
2.00 0 0 0 0 4 
wireless' 0 0 0 4 0 
tumbl 0 1 2 0 1 
nakasone' 0 0 4 0 0 
robeson 0 0 0 4 0 
incorrect 0 0 1 2 1 
2.93 0 0 1 0 3 
bristol 0 0 0 3 1 
colleagu 1 0 3 0 0 
catalog 0 1 0 1 2 
alert 3 0 0 1 0 
csbk 0 0 0 3 1 
neo-tech 0 0 0 4 0 
ferro 0 0 0 4 0 
caesars' 0 0 0 3 1 
kidston 0 0 0 0 4 
ngl 4 0 0 0 0 
28-day 0 0 4 0 0 
interwest 0 0 0 4 0 
un.a 0 0 0 0 4 
end-decemb 0 0 2 0 2 
stringent 0 1 2 0 1 
2.58 0 2 0 1 1 
byer 0 0 4 0 0 
jwc 0 0 0 1 3 
adr 0 0 0 0 4 
dreyer' 0 0 0 0 4 
grind 0 0 0 3 1 
laenderbank 0 0 0 0 4 
newest 0 0 1 2 1 
nashashibi 0 0 4 0 0 
r.r. 0 0 0 4 0 
3,217,500 0 0 0 0 4 
func 0 0 0 4 0 
vagu 0 0 2 1 1 
91,000 0 0 0 0 4 
harmoni 0 4 0 0 0 
boveri 0 0 0 0 4 
tractebel 0 0 0 3 1 
mid-januari 0 0 2 1 1 
continental' 0 0 0 1 3 
day-to-day 0 0 3 0 1 
nikkeiren 0 0 4 0 0 
soni 0 0 0 0 4 
1,400,000 0 0 0 1 3 
3.64 0 0 0 0 4 
gelco' 0 0 0 3 1 
spermicid 0 0 0 4 0 
renault' 0 0 0 4 0 
mattson 0 0 0 4 0 
takemoto 0 0 0 4 0 
majeur 4 0 0 0 0 
batm 0 0 0 4 0 
7.07 0 0 0 3 1 
11,254,837 0 4 0 0 0 
s.a.y. 0 0 0 0 4 
23,000 0 0 0 0 4 
52,000 0 1 0 0 3 
pn 0 0 0 0 4 
79,000 0 0 0 0 4 
40.4 0 0 0 0 4 
powerin 4 0 0 0 0 
somewher 0 2 2 0 0 
viratek 0 0 0 4 0 
nazional 2 0 0 1 1 
94.8 0 0 0 2 2 
452,000 0 0 0 0 4 
anti-takeov 0 0 0 4 0 
1,288,000 0 0 0 0 4 
41.8 0 0 0 0 4 
90-day 0 2 1 0 1 
687,000 0 0 0 1 3 
inkey 0 0 0 4 0 
mcm 0 0 0 0 4 
statut 0 0 0 4 0 
2.82 0 0 1 0 3 
temper 2 1 1 0 0 
spun 0 0 0 3 1 
ansbach 0 0 0 4 0 
swire' 0 0 0 0 4 
33.8 0 0 1 0 3 
pri 3 0 0 0 1 
bracket 0 3 1 0 0 
tamura 0 0 2 2 0 
41.4 0 0 0 0 4 
centigrad 0 4 0 0 0 
1/16 0 0 3 1 0 
175,000 1 1 0 0 2 
: 0 1 0 0 3 
269,000 0 0 0 0 4 
2.87 0 1 0 0 3 
275 0 0 0 4 0 
inabl 1 0 0 1 2 
47.0 1 0 0 0 3 
nich 0 0 0 3 1 
andr 0 0 0 4 0 
non-u.s. 0 2 0 2 0 
mees 0 0 0 4 0 
professor 0 0 1 3 0 
upheld 2 2 0 0 0 
whale 0 0 0 1 3 
126.8 0 0 0 0 4 
gibraltar 0 1 0 3 0 
forth 0 0 0 2 2 
strip 0 1 0 1 2 
keller 0 0 0 0 4 
385 0 1 0 0 3 
67.2 1 0 0 0 3 
ron 0 3 0 1 0 
kcbt 0 4 0 0 0 
haerri 0 0 0 0 4 
kuwait' 3 0 1 0 0 
60.1 0 0 0 0 4 
44.0 0 0 0 0 4 
mediat 3 0 0 1 0 
colo 0 0 0 3 1 
2.42 1 0 0 0 3 
ionic 0 0 0 3 1 
3.38 0 1 0 0 3 
embargo 3 1 0 0 0 
intercon 0 0 0 4 0 
cyclic 1 1 0 0 2 
lugar 0 4 0 0 0 
wis. 0 0 0 3 1 
ur 0 0 0 0 4 
cede 0 0 1 3 0 
sensormat 0 0 0 2 2 
kohlberg 0 0 0 3 1 
66.4 0 0 0 0 4 
gamco 0 0 0 4 0 
reconstitut 0 2 0 2 0 
tremor 4 0 0 0 0 
hashimoto 0 0 0 0 4 
egan 0 0 0 0 4 
264,000 0 1 0 0 3 
228 0 0 2 0 2 
burgess 0 4 0 0 0 
accessori 0 0 0 2 2 
falcon 0 0 0 0 4 
gateway 0 0 0 3 1 
alco 0 0 0 4 0 
mmal 0 0 0 0 4 
bankeast 0 0 0 4 0 
ucu 0 0 0 2 2 
nomura 0 0 1 1 2 
autonom 0 0 3 1 0 
tote 0 0 0 0 4 
conn. 0 0 0 4 0 
messeng 0 0 0 4 0 
entrant 0 0 0 3 1 
anyon 0 2 0 2 0 
7.35 3 0 0 0 1 
990,000 0 0 0 0 4 
judge' 0 0 0 4 0 
instruct 0 2 0 2 0 
72.7 0 0 2 0 2 
levin 0 0 0 4 0 
757 0 0 0 3 1 
jard.hkg 0 0 0 0 4 
5.50 0 0 1 1 2 
sprint' 0 0 0 0 4 
markedli 0 4 0 0 0 
one-half 0 1 2 1 0 
mid-1990 2 0 0 1 1 
retent 0 0 1 1 2 
den 3 0 0 0 1 
146 0 0 0 0 4 
1974 1 0 3 0 0 
chicago-bas 0 1 0 2 1 
tate 0 0 0 3 1 
hbo 0 0 0 2 2 
cautious 1 0 1 0 2 
nord 0 0 0 0 4 
anybodi 0 1 1 2 0 
276 0 0 0 0 4 
wavehil 0 0 0 4 0 
1,817,000 0 0 0 0 4 
ra 3 0 0 0 1 
kurzweil 0 0 0 0 4 
506 0 0 0 0 4 
1.8218 0 0 4 0 0 
8.52 3 0 0 0 1 
posttax 0 0 0 0 4 
43.9 0 0 0 0 4 
strongest 0 0 1 1 2 
utilicorp' 0 0 0 0 4 
33.9 0 0 0 0 4 
sedgwick 0 0 0 4 0 
51.0 0 0 2 0 2 
3,501,000 0 0 0 0 4 
telecom' 0 0 0 3 1 
mandatori 0 1 0 1 2 
verg 2 0 1 0 1 
endaka 0 0 4 0 0 
sarasota 0 0 0 4 0 
65.6 0 0 0 0 4 
baii 0 0 0 4 0 
admir 1 0 0 1 2 
soundli 1 0 0 2 1 
71.3 0 0 2 0 2 
amselco 0 0 0 4 0 
skeoch 0 0 4 0 0 
abi 0 0 0 2 2 
chesebrough 0 0 0 2 2 
pro-forma 0 0 1 0 3 
prudho 3 0 0 1 0 
620 0 0 0 1 3 
cantrex 0 0 0 4 0 
continued: 0 0 0 0 4 
yugoslavia' 4 0 0 0 0 
smelt 0 0 0 0 4 
presum 0 0 1 3 0 
mij 0 4 0 0 0 
fri 0 0 0 3 1 
588 0 0 0 4 0 
gypsum 0 0 0 2 2 
marcu 0 0 0 1 3 
music 0 0 0 0 4 
listen 1 3 0 0 0 
8.16 4 0 0 0 0 
pwj 0 0 0 4 0 
were: 0 2 2 0 0 
int 0 0 0 0 4 
liquefi 3 0 0 0 1 
fcl 0 0 0 4 0 
vanguard 0 0 0 0 4 
imr 0 0 0 4 0 
aci 0 0 0 3 1 
stricter 2 0 2 0 0 
trecker 0 0 0 4 0 
178 1 2 0 0 1 
utility' 0 0 0 0 4 
rock 1 1 0 2 0 
keswick 0 0 0 0 4 
lui 1 3 0 0 0 
resumpt 0 1 2 0 1 
39.8 0 0 0 1 3 
r-minn. 0 4 0 0 0 
prop 0 0 4 0 0 
oilpatch 3 0 0 0 1 
pod 0 4 0 0 0 
everyth 1 0 3 0 0 
maciej 4 0 0 0 0 
midway 0 0 0 4 0 
premdor 0 0 0 0 4 
co. 1 2 1 0 0 
maytag 0 0 0 0 4 
taper 1 0 1 0 2 
wal-mart 0 0 0 0 4 
leo 0 0 3 0 1 
pson.l 0 0 0 1 3 
randol 4 0 0 0 0 
510,000 2 0 0 0 2 
hair 4 0 0 0 0 
westar 0 0 0 0 4 
metzenbaum 0 0 0 4 0 
misunderstood 0 0 4 0 0 
certron 0 0 0 4 0 
umar.l 0 0 0 2 2 
585,000 0 0 0 0 4 
201,000 0 1 0 0 3 
62.8 0 1 0 0 3 
51.1 0 0 0 0 4 
150.1 0 0 0 0 4 
87,000 0 1 0 0 3 
4.06 0 0 0 2 2 
honor 0 2 0 2 0 
nc 0 1 0 1 2 
34.5 0 0 0 0 4 
leahi 0 4 0 0 0 
asher 0 0 0 4 0 
large-scal 0 2 2 0 0 
compressor 0 0 0 3 1 
reclassifi 0 0 0 0 4 
wroblewski 0 0 4 0 0 
scrambl 0 1 2 0 1 
87.50 0 0 0 4 0 
73.7 0 0 0 0 4 
baht 0 0 0 4 0 
interior' 4 0 0 0 0 
43.0 0 0 0 0 4 
corroon 0 0 0 3 1 
mnst 0 0 0 3 1 
graan 0 4 0 0 0 
liposom 0 0 0 4 0 
rehear 1 0 0 2 1 
247,000 0 0 0 0 4 
640,000 0 0 0 0 4 
holt 0 0 0 2 2 
57.0 0 1 1 0 2 
vebg.f 0 0 0 3 1 
narr 0 0 0 4 0 
crn 0 0 0 1 3 
webb 0 0 0 2 2 
noax 0 0 0 3 1 
devon 3 0 0 0 1 
allan 0 0 0 2 2 
crack 3 1 0 0 0 
privately-own 0 0 0 4 0 
reebok 0 0 0 4 0 
occurr 0 2 0 0 2 
36.6 0 0 0 0 4 
mlotok 4 0 0 0 0 
shadow 0 0 4 0 0 
wheel 0 0 0 2 2 
in-kind 0 4 0 0 0 
smc' 0 0 0 4 0 
midamerica 0 4 0 0 0 
fci 0 2 0 0 2 
costa 0 1 1 2 0 
rpch 0 0 0 4 0 
versar 0 0 0 4 0 
510 2 1 1 0 0 
tide 2 1 1 0 0 
ne 0 1 0 0 3 
190,000 0 1 0 0 3 
agip 4 0 0 0 0 
lieberman 0 0 0 3 1 
supermac 0 0 0 4 0 
munro 0 0 0 0 4 
amsterdam 0 0 0 2 2 
soi 0 0 0 3 1 
contempl 1 0 0 3 0 
minier 0 0 0 4 0 
unpreced 0 0 2 1 1 
319,000 1 0 0 0 3 
2.80 1 0 0 0 3 
149.00 0 0 4 0 0 
217,000 0 2 0 0 2 
ual' 0 0 0 3 1 
street' 0 0 0 4 0 
194,000 0 1 0 0 3 
goodrich 0 0 0 4 0 
150.5 0 0 0 0 4 
almaden 0 0 0 3 0 
spoken 1 1 1 0 0 
lamson 0 0 0 0 3 
zorinski 0 3 0 0 0 
gnn 0 0 0 0 3 
tube 0 0 0 2 1 
636,000 0 0 0 0 3 
dbm 0 0 0 3 0 
kenya 1 1 1 0 0 
1,694,000 0 0 0 0 3 
6,874,505 0 0 0 0 3 
sharon 0 0 0 3 0 
shaer 0 0 0 3 0 
onward 0 2 0 1 0 
sao 2 1 0 0 0 
cattlemen' 0 3 0 0 0 
silent 0 0 0 3 0 
texon 0 0 0 3 0 
counterpart 1 1 0 1 0 
12.05 1 0 0 0 2 
53.9 0 0 2 0 1 
canrad 0 0 0 3 0 
maracaibo 2 1 0 0 0 
vacuum 0 0 0 0 3 
brasil' 1 0 2 0 0 
lima 0 1 0 2 0 
corner 0 1 1 0 1 
lou 0 2 0 0 1 
mbc 0 0 0 1 2 
questar 0 0 0 3 0 
trenton 0 0 0 3 0 
maximis 0 0 2 0 1 
mcalpin 0 0 0 3 0 
9,450,000 0 0 0 0 3 
unterberg 0 0 0 2 1 
rtb 0 0 0 3 0 
non-cash 0 0 0 0 3 
53.0 0 0 0 0 3 
5.60 0 1 1 0 1 
overtim 0 0 0 0 3 
disallow 0 0 0 0 3 
rafael 2 0 0 0 1 
111.1 0 0 0 0 3 
pine 0 0 0 3 0 
3.36 0 0 0 0 3 
amic 0 0 0 3 0 
peanut 0 3 0 0 0 
infrastructur 1 1 0 0 1 
327,000 0 0 0 1 2 
shenzhen 2 0 1 0 0 
75.7 1 0 0 0 2 
basf.f 0 0 0 0 3 
accu 0 3 0 0 0 
wright 2 0 0 1 0 
wareh 0 0 0 2 1 
bei 0 0 0 2 1 
928 0 0 1 0 2 
1987-89 0 1 0 0 2 
hon 0 0 0 2 1 
istituto 0 0 0 2 1 
mtx 0 0 0 2 1 
10.75 0 0 0 1 2 
mackenzi 2 0 0 0 1 
quotat 0 0 0 2 1 
envoy 2 0 1 0 0 
general' 0 0 0 2 1 
somebodi 0 3 0 0 0 
bsc 0 0 2 1 0 
1,590,000 0 0 0 0 3 
mould 0 0 0 3 0 
geoffrion 0 0 0 0 3 
co-oper 0 0 3 0 0 
canamax 0 0 0 3 0 
amvestor 0 0 0 0 3 
56.7 0 0 0 0 3 
itc 0 3 0 0 0 
garment 0 0 0 3 0 
politician 0 0 3 0 0 
159,000 0 0 0 0 3 
shell' 3 0 0 0 0 
4.32 0 0 3 0 0 
enron 0 0 0 0 3 
dubin 0 0 0 3 0 
liedtk 1 0 0 0 2 
npt 0 0 0 3 0 
scrutini 1 0 1 1 0 
autopart 0 0 0 3 0 
1,894,764 0 3 0 0 0 
sensor 0 0 0 3 0 
fairfield 0 0 0 2 1 
1,548,000 0 0 0 0 3 
versatil 0 0 0 3 0 
iacocca 0 0 0 3 0 
460 0 0 0 1 2 
jun 0 3 0 0 0 
remit 1 0 1 1 0 
101.0 0 0 0 0 3 
hofer 0 3 0 0 0 
penalti 0 0 2 0 1 
candi 0 0 0 3 0 
121.1 0 0 0 0 3 
4,982,000 0 0 0 0 3 
delta' 0 0 0 3 0 
petro 2 0 0 1 0 
bat' 0 0 0 0 3 
87.8 0 0 0 0 3 
omer 0 0 3 0 0 
62.9 0 0 0 0 3 
certifi 0 2 0 1 0 
ef 0 1 0 2 0 
94,000 0 0 0 0 3 
salzgitt 0 0 0 3 0 
laps 1 0 0 2 0 
111.8 0 1 0 0 2 
noncash 0 0 0 0 3 
uproar 0 0 3 0 0 
afp 0 0 0 1 2 
loudon 0 0 0 3 0 
d'america 0 0 0 2 1 
popsicl 0 0 0 3 0 
lowranc 0 0 0 0 3 
taker 0 0 2 1 0 
hia 0 0 0 2 1 
3.57 0 0 1 0 2 
mark' 0 0 2 0 1 
lichtblau 3 0 0 0 0 
powel 0 0 0 3 0 
dime 0 0 0 0 3 
brett 0 0 3 0 0 
non-strateg 0 0 0 1 2 
bdm 0 0 0 0 3 
rape 0 3 0 0 0 
yamaha 0 0 0 0 3 
1,309,000 0 0 0 0 3 
115.7 0 0 0 0 3 
zambia' 0 1 2 0 0 
f.e. 0 0 0 0 3 
983,000 0 0 0 0 3 
hollywood 0 0 0 3 0 
209.1 0 0 0 0 3 
pnp 0 0 0 2 1 
blanca 0 3 0 0 0 
knew 0 0 0 0 3 
wilmington 1 0 0 1 1 
106,000 0 0 0 1 2 
bancroft' 0 0 0 3 0 
pst 0 0 0 0 3 
firstcorp 0 0 0 0 3 
18.09 3 0 0 0 0 
subdu 0 0 3 0 0 
malmgreen 3 0 0 0 0 
lisbon' 0 3 0 0 0 
interco 0 0 0 0 3 
chesapeak 0 0 0 2 1 
panamax 0 3 0 0 0 
inp 0 0 0 0 3 
darman' 0 0 3 0 0 
hk-tvb 0 0 0 3 0 
monday' 1 0 1 1 0 
ike 2 0 0 1 0 
82.19 0 0 0 0 3 
biomed 0 0 0 0 3 
briefli 2 0 0 1 0 
wertheim 0 0 1 2 0 
ccl 0 0 0 2 1 
dealers' 0 0 1 2 0 
simex 0 0 3 0 0 
26.9 0 0 0 0 3 
blind 0 0 0 0 3 
moscow' 0 3 0 0 0 
wtdi 0 0 0 1 2 
15-25 0 3 0 0 0 
wolf 0 0 0 0 3 
3,607,000 0 0 0 0 3 
149.28 0 0 3 0 0 
index' 0 0 3 0 0 
kenosha 0 0 0 3 0 
mini-refund 0 0 3 0 0 
wfc 0 0 0 2 1 
62,000 0 0 0 0 3 
wyom 2 0 0 1 0 
4,653,000 0 0 0 0 3 
kg 0 0 0 0 3 
78.7 1 0 0 0 2 
6.07 1 0 0 0 2 
nusourc 0 0 0 3 0 
290 0 1 0 0 2 
duffour 0 0 0 3 0 
940,000 1 0 0 1 1 
booker 0 0 0 0 3 
moham 2 0 1 0 0 
cashway 0 0 0 0 3 
stenholm 0 3 0 0 0 
hemsley 0 3 0 0 0 
anti-trust 0 0 0 3 0 
diego 0 0 0 1 2 
12.32 1 0 0 0 2 
6,200,000 0 0 0 0 3 
ophthalm 0 0 0 0 3 
ethylen 0 0 0 3 0 
acton 0 0 0 3 0 
thank 1 0 0 0 2 
487 0 0 0 2 1 
shel 0 0 0 1 2 
sfsp 0 0 0 3 0 
5.97 0 2 1 0 0 
97.1 0 0 0 0 3 
485,000 0 0 0 0 3 
sunni 0 0 1 2 0 
986,000 0 0 0 0 3 
nonaccru 0 0 0 0 3 
29.7 0 0 1 0 2 
dp 0 3 0 0 0 
1.89 0 2 0 0 1 
1979-81 0 3 0 0 0 
5.80 0 0 0 0 3 
4.72 0 0 0 1 2 
multi-famili 0 0 0 0 3 
snap 1 0 2 0 0 
434,000 0 0 0 0 3 
toshin 0 0 0 3 0 
572,000 0 0 0 0 3 
chocol 0 0 0 1 2 
575,000 0 0 0 2 1 
elxa. 0 0 0 2 1 
13p 0 0 0 1 2 
cadburi 0 0 0 0 3 
jpn 0 0 0 3 0 
clanci 0 0 0 3 0 
64.7 0 1 0 0 2 
362,000 0 0 0 0 3 
bbcz.z 0 0 0 0 3 
panin 0 0 0 0 3 
esca 0 0 0 3 0 
expos 0 3 0 0 0 
semi 0 0 0 0 3 
dingman 0 0 0 3 0 
selloff 0 0 0 3 0 
inroad 0 2 0 0 1 
peninsular 0 0 0 0 3 
2.05 1 0 0 0 2 
cepe 3 0 0 0 0 
comet 0 0 0 1 2 
181,900 3 0 0 0 0 
infin 0 0 0 3 0 
kebo 0 0 0 3 0 
bond' 0 0 0 3 0 
athlet 0 0 0 3 0 
realloc 1 1 0 0 1 
ongpin 0 0 3 0 0 
exley 0 0 0 0 3 
tenant 0 2 0 0 1 
eromanga 0 0 0 3 0 
663 1 0 2 0 0 
69.6 0 0 0 0 3 
3,321,000 0 0 0 0 3 
maison 0 0 2 1 0 
monteil 0 0 0 3 0 
equin 0 0 0 3 0 
seoul 2 0 0 0 1 
121.3 0 0 0 0 3 
self-impos 3 0 0 0 0 
jerri 0 1 0 0 2 
flurri 0 1 0 2 0 
acl 0 0 0 2 1 
frontier 2 0 0 0 1 
howel 0 0 0 2 1 
2,433,000 0 0 0 0 3 
zimmer 0 2 0 1 0 
disturb 0 0 3 0 0 
55.5 0 1 0 0 2 
nawara 0 0 0 3 0 
520,000 0 2 0 0 1 
1,544,000 0 0 0 0 3 
z 0 0 0 1 2 
violent 1 0 1 0 1 
nitrogen 0 2 0 0 1 
kuhlmann 0 0 0 3 0 
midwestern 0 2 0 1 0 
omnicom 0 0 0 0 3 
caph.hk 0 0 0 0 3 
aggressor 3 0 0 0 0 
tucker 2 0 0 1 0 
t.n 0 0 0 3 0 
525 0 0 1 2 0 
condemn 0 1 0 0 2 
4.21 0 0 0 0 3 
3.11 1 2 0 0 0 
multin 0 0 0 2 1 
rogers' 0 0 0 3 0 
amro 0 0 3 0 0 
5-20 0 3 0 0 0 
480,000 0 0 0 0 3 
recur 1 0 0 1 1 
shon 0 0 0 0 3 
prey 0 0 0 3 0 
austria' 0 0 1 0 2 
fintech 0 0 0 3 0 
18.25 2 0 0 1 0 
ncpa. 0 0 0 3 0 
oi 0 0 0 3 0 
telcom 0 0 0 3 0 
deak' 0 0 0 3 0 
1,800 0 1 0 2 0 
valero 0 0 0 3 0 
forthcom 0 0 0 3 0 
carrington 3 0 0 0 0 
1,056,000 0 0 0 0 3 
hum 0 0 0 1 2 
2.84 1 1 1 0 0 
liang 0 0 0 3 0 
paragon 0 0 0 3 0 
d'italia 0 0 0 2 1 
wyss 0 0 3 0 0 
jean 0 0 0 3 0 
magellan 0 0 0 2 1 
outspoken 0 0 3 0 0 
177 0 0 0 0 3 
girardin 0 0 3 0 0 
39,000 0 0 0 2 1 
2,930,000 0 0 0 0 3 
petroluem 1 0 0 2 0 
265,000 0 0 0 0 3 
ito 0 0 0 3 0 
2,460,000 0 0 0 0 3 
mdnt 0 0 0 3 0 
topsoil 0 3 0 0 0 
46.3 0 1 1 1 0 
amerford 0 0 0 3 0 
mike 0 1 0 2 0 
501,000 0 0 0 0 3 
33.1 0 0 0 0 3 
80.7 0 0 0 1 2 
envirosystem 0 0 0 3 0 
holli 0 0 0 0 3 
33.6 0 0 0 0 3 
solvent 0 0 0 3 0 
prawiro 3 0 0 0 0 
moore-handley 0 0 0 3 0 
bionom 0 0 0 0 3 
86.3 0 0 0 0 3 
xj-6 0 0 0 0 3 
863,000 0 0 0 0 3 
teva 0 0 0 3 0 
elcor 0 0 0 0 3 
chatwal 0 0 0 0 3 
hmte 0 0 0 0 3 
86,000 0 0 0 0 3 
mne 0 0 0 3 0 
3.95 0 0 1 0 2 
tradeabl 0 0 1 2 0 
4,300 0 0 1 1 1 
aids-rel 0 0 0 1 2 
dxns.l 0 0 0 2 1 
multifood 0 2 0 0 1 
butter 0 3 0 0 0 
2,138,000 0 1 0 0 2 
amn 0 0 0 1 2 
ba 0 0 0 1 2 
8.17 0 0 0 0 3 
2.67 1 0 0 0 2 
gemeinwirtschaft 0 0 0 0 3 
pasta 0 3 0 0 0 
bumper 0 2 1 0 0 
18.89 3 0 0 0 0 
bia 0 1 2 0 0 
5,300,000 0 0 0 1 2 
vtr 0 0 0 0 3 
169.1 0 0 0 0 3 
gholamreza 3 0 0 0 0 
cargill' 0 3 0 0 0 
displac 0 3 0 0 0 
wardair 0 0 0 0 3 
198,000 0 1 0 0 2 
asamera 0 0 0 0 3 
babi 0 0 0 1 2 
55.3 0 0 0 0 3 
292,000 0 0 0 1 2 
bankrupt 0 0 0 3 0 
adelaid 0 0 0 1 2 
blackburn 0 0 0 1 2 
93,000 0 1 0 0 2 
5,667,000 0 0 0 0 3 
16.43 0 1 0 0 2 
5,993,000 0 0 0 0 3 
predatori 2 0 0 1 0 
3.86 0 0 0 0 3 
lister 0 0 0 3 0 
brisban 0 1 0 1 1 
226,000 0 0 0 0 3 
grain-produc 0 3 0 0 0 
2,665,000 0 0 0 0 3 
imped 0 2 0 1 0 
d'electricit 0 0 0 2 1 
att' 0 0 0 0 3 
linse 0 3 0 0 0 
depositor 0 0 1 2 0 
resel 0 0 1 1 1 
197.5 0 0 0 0 3 
337,000 0 0 2 0 1 
6.93 1 0 2 0 0 
alpin 0 0 0 2 1 
inward 0 0 3 0 0 
7.16 0 1 2 0 0 
30.2 0 0 0 0 3 
3.09 1 0 0 0 2 
shuffl 3 0 0 0 0 
bug 0 0 0 1 2 
138.2 0 0 0 0 3 
99.8 0 0 0 0 3 
2,336,000 0 0 0 0 3 
canton 0 0 0 3 0 
6.14 0 0 2 0 1 
